id,destination_city_name,destination_city_id,source_city_name,source_city_id,parcel_type,route_direction
1467,Chigarhmala,3931,Chiparajhar,4307,1,1
1468,Chidihvali,4752,Badihluru,3803,0,0
1469,Kapurgadh,1946,Chilurumala,4489,1,2
1470,Maabadhat,1082,Chimurijhar,4152,0,1
1471,Chimalahalli,4594,Raabadpore,115,1,0
1472,Rasarikota,473,Chipurakudi,3979,1,1
1473,Kakotahalli,2145,Chimurikota,4131,0,1
1474,Chijharpur,4713,Mamuripura,1245,1,0
1475,Baabadpore,2998,Vipurpalli,4824,1,2
1476,Chinagargarh,3878,Rapallipalli,577,1,2
1477,Chigadhmuri,4567,Maporeti,1635,0,0
1478,Kakhedakudi,2522,Batimala,3590,1,1
1479,Kagudagadh,2721,Mapallisari,1535,0,1
1480,Mahatpet,1805,Kawadibasti,2294,1,0
1481,Bahalligadh,3062,Magiriwadi,1500,1,1
1482,Radihwadi,911,Ratiluru,703,1,1
1483,Mapurpore,983,Mapurakheda,1105,1,1
1484,Masaribasti,1457,Masaripore,1448,0,1
1485,Bapallipur,3442,Chikhedathana,4450,0,2
1486,Chigudaguda,4645,Kapurapalli,2065,1,1
1487,Kanagarkudi,1964,Chikhedatola,4460,1,0
1488,Baluruthana,3520,Rapurahalli,130,0,2
1489,Ravalibasti,279,Kawadigiri,2281,1,2
1490,Bakuditi,3216,Ragiribasti,558,0,2
1491,Matolati,1790,Kahallitola,2104,0,1
1492,Kapurpalli,1941,Rapetpura,191,0,1
1493,Bagadhthana,3613,Magudavali,1745,0,1
1494,Rakhedaabad,593,Chiporegarh,4498,1,1
1495,Magaonguda,1359,Bapurpore,2905,0,2
1496,Chipetjhar,4059,Mahallinagar,1118,1,1
1497,Ratolapara,821,Matigiri,1661,1,1
1498,Bahatgarh,3723,Ragadhpalli,732,1,2
1499,Rasarijhar,494,Ralurupura,625,0,2
1500,Makudinagar,1273,Raporewadi,663,1,1
1501,Kahallipura,2082,Mabastipur,1892,0,0
1502,Kabarimuri,2335,Magudathana,1753,1,2
1503,Ragaonnagar,374,Kabariguda,2351,1,2
1504,Katolaguda,2754,Chipetkota,4038,1,1
1505,Chimuripet,4130,Rapuragarh,127,0,0
1506,Kagiriluru,2470,Magirihalli,1494,0,0
1507,Magaonbari,1347,Ragiriti,550,0,1
1508,Chipurapalli,3987,Kakudipalli,2251,0,2
1509,Chigudapura,4624,Chibastipur,4775,1,2
1510,Katolapura,2733,Kasarimuri,2397,1,0
1511,Magudakheda,1756,Mabastipura,1896,0,2
1512,Bavalipur,3132,Bathanahalli,3385,1,1
1513,Chihallisari,4015,Vipurabasti,4960,1,0
1514,Kanagargiri,1971,Mavaliabad,1213,0,2
1515,Chigarhpara,3921,Bagaonluru,3276,0,1
1516,Mamuriabad,1244,Magudakota,1744,1,2
1517,Chiwadiabad,4189,Rawadipur,342,0,1
1518,Kasarimuri,2397,Viabadluru,4919,0,2
1519,Radihpura,904,Chihallihat,4027,0,1
1520,Matolabasti,1798,Kapalliwadi,2492,1,2
1521,Kanagarhat,1981,Chipetpet,4037,1,1
1522,Chithanakheda,4360,Kapetpore,2130,1,1
1523,Maporeluru,1633,Bathanaluru,3400,0,2
1524,Kabastihat,2880,Mahallimala,1141,0,0
1525,Bapurluru,2904,Kapethalli,2114,0,2
1526,Katisari,2620,Bapalliluru,3462,0,2
1527,Ratolagarh,809,Chipalliguda,4428,0,2
1528,Viabadthana,4915,Kanagarnagar,1955,1,0
1529,Chivalibari,4106,Kanagargaon,1966,1,2
1530,Bahatluru,3741,Bagiriluru,3431,1,2
1531,Rapetbari,200,Mabastimuri,1901,1,2
1532,Chigarhguda,3932,Batolapura,3694,1,1
1533,Bakhedapura,3477,Vipetgarh,4994,1,0
1534,Chigaonsari,4232,Bahallihat,3066,1,1
1535,Vigarhabad,4871,Kaporehat,2601,1,2
1536,Bapetbasti,3100,Chigadhwadi,4569,1,0
1537,Masarivali,1435,Kapalligiri,2498,0,2
1538,Mawadiabad,1306,Kanagarbari,1967,1,0
1539,Kathanagaon,2431,Mapetthana,1164,1,2
1540,Katidih,2634,Batolavali,3698,1,2
1541,Chidihpara,4758,Mativali,1652,1,1
1542,Ranagarhalli,37,Rabastigarh,933,1,1
1543,Chiwadikudi,4196,Rapurapur,125,0,2
1544,Ratipore,704,Vigarhpura,4872,0,0
1545,Managarpur,993,Rahallikheda,175,0,2
1546,Chiwadithana,4202,Katiabad,2608,0,1
1547,Chimuripore,4145,Chipallikheda,4422,1,0
1548,Basarikudi,3359,Kaparabari,2370,1,2
1549,Rahallithana,172,Chibastikudi,4785,1,1
1550,Rahalligiri,173,Kapetkota,2116,0,0
1551,Chipurnagar,3846,Vinagarvali,4845,0,0
1552,Kadihjhar,2850,Bawadisari,3240,0,0
1553,Bakhedawadi,3484,Mamuripura,1245,1,0
1554,Vipuragadh,4953,Viabadpara,4913,0,0
1555,Rajharpalli,887,Mahatpura,1803,1,2
1556,Chiporehalli,4501,Chigadhhalli,4563,0,1
1557,Magaontola,1360,Matigadh,1667,1,0
1558,Chilurupalli,4483,Kanagarpura,1958,1,2
1559,Kapetgadh,2132,Madihpura,1865,0,2
1560,Ragarhjhar,91,Kaporepore,2595,0,0
1561,Chigarhpore,3928,Masarijhar,1455,0,1
1562,Vipurawadi,4941,Ragudasari,791,0,0
1563,Malurukheda,1601,Baabadpore,2998,1,0
1564,Mathanaluru,1478,Balurujhar,3532,0,1
1565,Kakotakota,2147,Bathanawadi,3391,0,2
1566,Rakudinagar,312,Ranagarpura,36,1,0
1567,Magirinagar,1490,Bagiripura,3415,0,1
1568,Bathanaabad,3383,Radihabad,903,1,0
1569,Masaripara,1441,Chihatpura,4686,1,1
1570,Chiwadinagar,4187,Chijharpura,4717,0,2
1571,Ragarhhat,90,Radihguda,925,1,1
1572,Chiabadjhar,3966,Rakudigaon,323,0,0
1573,Ramuripet,286,Rajharhalli,874,0,2
1574,Babastipore,3835,Ranagargadh,55,1,2
1575,Rakhedati,612,Maparabasti,1426,1,1
1576,Chijharpet,4719,Vinagarpalli,4855,1,2
1577,Ramalavali,753,Kakotadih,2169,1,2
1578,Bapurkudi,2894,Kahallitola,2104,1,2
1579,Chimuriluru,4144,Chikotakudi,4072,0,1
1580,Bathanapara,3394,Batolapore,3711,0,2
1581,Bathanabasti,3410,Balurupet,3510,0,2
1582,Magiribari,1502,Mahatkota,1806,1,0
1583,Babastigarh,3816,Bagudabari,3672,1,2
1584,Magadhbari,1688,Maluruwadi,1593,0,2
1585,Vipurpore,4827,Mapallinagar,1521,0,0
1586,Raparakheda,454,Kapallikota,2488,0,2
1587,Mavaliwadi,1221,Bawadikheda,3244,1,1
1588,Mapurkudi,972,Rakhedanagar,591,0,0
1589,Raabadtola,120,Baparathana,3334,1,0
1590,Ramalakota,752,Bawadipura,3229,0,1
1591,Magudajhar,1765,Kasariti,2410,1,0
1592,Chihallisari,4015,Chibastithana,4791,0,0
1593,Bagudasari,3674,Banagarwadi,2926,1,1
1594,Kaabadkota,2023,Rahalliguda,181,1,0
1595,Radihjhar,928,Maparaabad,1399,0,2
1596,Majhargiri,1847,Bajharkudi,3762,1,1
1597,Mavalithana,1226,Kahallibasti,2108,1,0
1598,Chiluruabad,4468,Magadhjhar,1703,1,1
1599,Mamalakota,1713,Bapuraluru,3028,1,2
1600,Madihbasti,1891,Mamalahalli,1711,1,2
1601,Ramalakota,752,Chihatpet,4688,1,0
1602,Magadhmala,1699,Malurugiri,1599,1,0
1603,Katihat,2632,Chigudapet,4626,1,1
1604,Babarinagar,3288,Chikotagadh,4085,0,0
1605,Bajharabad,3755,Chilurukudi,4475,0,0
1606,Rabarikheda,423,Chipetgarh,4033,1,1
1607,Kagudagarh,2700,Kaparaabad,2360,1,2
1608,Kakudipura,2237,Kamalapur,2667,1,0
1609,Raparagiri,452,Managarluru,1013,0,2
1610,Kagaonhat,2322,Kajharsari,2806,1,0
1611,Ratimala,707,Rakudigadh,334,1,0
1612,Vihallipore,4982,Kabastikota,2860,1,1
1613,Ratolapara,821,Chilurugadh,4488,1,2
1614,Kapallibasti,2511,Chibastidih,4804,0,1
1615,Ragaondih,402,Magarhpore,1045,1,1
1616,Kapetti,2131,Mamalagarh,1708,0,0
1617,Bagudadih,3688,Bagirikheda,3430,1,1
1618,Chihatgarh,4684,Raabadpara,108,1,1
1619,Ravalibari,262,Kabarimala,2350,0,0
1620,Kavalihalli,2176,Bakudiabad,3197,1,2
1621,Bavalidih,3161,Kakudihalli,2238,0,1
1622,Batipura,3570,Balurutola,3530,0,2
1623,Kagarhpalli,2003,Mahatgaon,1811,0,0
1624,Ratinagar,684,Kahallimala,2102,1,2
1625,Matolapore,1789,Baparagarh,3320,0,0
1626,Rapurahalli,130,Bagadhhat,3624,1,2
1627,Bakudipara,3208,Bakhedagadh,3496,0,0
1628,Chihallithana,4016,Kagadhluru,2656,1,2
1629,Mapetmuri,1157,Chimuripalli,4142,1,0
1630,Bagarhhat,2973,Mapurmuri,971,1,0
1631,Rakotatola,244,Ragadhkota,721,1,2
1632,Rabastipalli,949,Batolahalli,3695,1,1
1633,Bapetti,3092,Kagudajhar,2726,0,0
1634,Ranagarpore,53,Baparakheda,3337,1,2
1635,Kalurupur,2543,Kapurpura,1927,1,1
1636,Rapallibari,572,Baporehat,3562,0,2
1637,Kagadhnagar,2637,Chihallikota,4007,0,0
1638,Ranagarmala,56,Kabariluru,2346,0,0
1639,Katolaguda,2754,Bapetwadi,3081,1,0
1640,Rapallipara,573,Batiluru,3586,1,0
1641,Rasarimala,490,Bagiripara,3425,0,1
1642,Chivalibasti,4123,Magiriguda,1514,0,2
1643,Ragudakheda,795,Chiparamuri,4288,0,2
1644,Rabarigiri,421,Bapetgadh,3093,1,1
1645,Maparaluru,1416,Chikotamala,4086,0,1
1646,Radihgarh,902,Mawadihalli,1308,0,0
1647,Rapurapet,131,Kanagarkheda,1973,1,1
1648,Mapallibari,1533,Mapethat,1175,0,1
1649,Makotapura,1183,Chihallinagar,4001,0,0
1650,Vigarhvali,4876,Kajharhalli,2796,1,1
1651,Bavaliwadi,3143,Chimalamuri,4598,0,0
1652,Kamalapur,2667,Chiluruthana,4481,0,0
1653,Kagirigarh,2452,Ragadhpara,728,1,0
1654,Radihbasti,930,Makhedasari,1566,0,1
1655,Rapetbasti,217,Rahatwadi,849,1,2
1656,Chikudivali,4163,Rapurmala,25,0,0
1657,Matiti,1666,Chigarhwadi,3918,1,0
1658,Mahatwadi,1810,Ragadhguda,739,0,0
1659,Chigaonluru,4237,Bapallipalli,3460,0,2
1660,Vinagarguda,4862,Magaonbari,1347,0,1
1661,Bahalliguda,3064,Chikudiwadi,4166,0,1
1662,Bawadipur,3225,Rapurabad,4,0,0
1663,Kaporegaon,2586,Radihgadh,923,1,0
1664,Majharabad,1833,Kapalligiri,2498,0,1
1665,Magudavali,1745,Bakudidih,3223,1,2
1666,Bahatmuri,3730,Chidihbasti,4774,0,2
1667,Mapallihat,1547,Mapuragaon,1098,0,2
1668,Maporethana,1629,Magaonthana,1350,1,1
1669,Chigudapet,4626,Mapurguda,987,0,1
1670,Chisariabad,4313,Kalurukudi,2553,0,0
1671,Chimuripara,4138,Rapurpur,1,1,0
1672,Kadihmuri,2831,Makudikota,1279,0,1
1673,Chigudaguda,4645,Bagaondih,3285,0,1
1674,Mamurijhar,1269,Chitolakota,4658,1,1
1675,Bakhedavali,3481,Vihallimala,4985,1,0
1676,Chigaonkudi,4227,Ragarhtola,89,0,0
1677,Chinagarjhar,3904,Chitolaguda,4676,0,1
1678,Malurugarh,1584,Maparapura,1400,1,0
1679,Raparaluru,455,Chigaongadh,4240,1,1
1680,Rakhedaabad,593,Mapallisari,1535,0,0
1681,Kaabadpur,2016,Maparajhar,1424,0,0
1682,Ragirihat,555,Chipuradih,3998,1,2
1683,Ravalinagar,250,Mamalapura,1710,0,2
1684,Bathanagadh,3403,Mathanaabad,1461,1,0
1685,Kakudithana,2249,Bagaonkota,3263,0,0
1686,Chinagarwadi,3887,Magirigadh,1512,0,2
1687,Babastigaon,3826,Rabarinagar,405,0,2
1688,Rapethalli,192,Chipurapalli,3987,1,2
1689,Rabarihat,431,Bapurpur,2884,0,1
1690,Mamalathana,1722,Chinagarguda,3901,0,1
1691,Chiabadgarh,3940,Batolapur,3690,1,1
1692,Kamuribasti,2232,Bahattola,3747,0,0
1693,Kapetgaon,2121,Badihhat,3810,1,1
1694,Rakotagiri,235,Kagaonhat,2322,0,0
1695,Bamalahalli,3633,Bajharpara,3766,1,0
1696,Kawadibari,2277,Mapallisari,1535,0,0
1697,Rakhedajhar,618,Mahalliti,1139,1,0
1698,Chithanagarh,4343,Rawadinagar,343,0,0
1699,Ranagarvali,40,Magudapura,1741,0,0
1700,Katolapore,2750,Chikhedati,4456,0,1
1701,Masariwadi,1438,Vipurpore,4827,0,1
1702,Maporeluru,1633,Kamalakheda,2686,1,0
1703,Kaluruguda,2568,Bavalipet,3138,1,0
1704,Maporepara,1627,Ratolaabad,810,0,2
1705,Matikudi,1654,Rapurapore,146,1,0
1706,Chiporegadh,4519,Chigadhsari,4573,0,2
1707,Chigudapalli,4638,Chivaligaon,4105,1,2
1708,Ratigarh,685,Maluruluru,1602,0,0
1709,Ranagarkudi,42,Ravalinagar,250,1,1
1710,Mathanahat,1485,Batikheda,3585,1,1
1711,Radihwadi,911,Chigadhnagar,4559,0,0
1712,Ragaontola,399,Maporenagar,1614,0,2
1713,Mamuripore,1262,Kawadiguda,2289,0,2
1714,Chipalliti,4425,Kathanabari,2432,0,2
1715,Chithanagiri,4358,Madihmuri,1870,0,0
1716,Makotathana,1195,Kagadhgiri,2653,0,0
1717,Chipurmuri,3854,Ratolapur,807,1,0
1718,Katolagarh,2731,Magaonhat,1361,1,2
1719,Chiporenagar,4497,Maparapara,1410,0,2
1720,Chijharpura,4717,Baabadgiri,2994,1,2
1721,Kapalligarh,2483,Badihhat,3810,1,2
1722,Kagadhabad,2639,Rabastijhar,959,1,1
1723,Matipalli,1662,Rapurapara,139,0,2
1724,Rapurapalli,143,Kabaritola,2352,0,0
1725,Chithanagiri,4358,Kabaripur,2326,0,1
1726,Bapalligaon,3454,Rapuraguda,150,0,1
1727,Magirinagar,1490,Mapuragiri,1103,1,2
1728,Kakuditola,2259,Rathanapura,501,0,0
1729,Chigudakudi,4630,Kagiripara,2464,0,0
1730,Mamalathana,1722,Kapurabari,2060,0,0
1731,Vigarhluru,4888,Maparabasti,1426,0,0
1732,Chiparahalli,4284,Chinagarjhar,3904,0,2
1733,Bakhedabari,3486,Kapurhalli,1928,0,1
1734,Maabadhat,1082,Chikudiabad,4158,0,1
1735,Ramalahat,772,Chilurupalli,4483,0,2
1736,Magadhbasti,1705,Makotagarh,1181,1,2
1737,Mapurabad,965,Kabastibari,2866,0,0
1738,Chipurkota,3852,Kaporebasti,2604,1,1
1739,Kabarihalli,2331,Babarimuri,3296,0,1
1740,Mahatbasti,1829,Bawadimala,3249,0,2
1741,Majharhalli,1835,Mapurathana,1102,1,1
1742,Chipuraguda,3994,Madihkota,1868,1,2
1743,Babastibasti,3844,Magudagarh,1739,1,1
1744,Magadhabad,1678,Makudigarh,1274,1,1
1745,Chipetluru,4051,Chinagarhalli,3881,1,2
1746,Mahatluru,1819,Vinagarthana,4853,0,2
1747,Raparagadh,458,Bawadipore,3246,1,2
1748,Mapallipore,1541,Rapetgaon,199,0,0
1749,Kapallipalli,2499,Chijharhalli,4718,1,2
1750,Kapurti,1945,Kagudaabad,2701,1,0
1751,Batikota,3573,Chitolanagar,4652,0,1
1752,Bakudiluru,3214,Ratipet,689,0,1
1753,Rakhedaguda,615,Bagaonsari,3271,1,1
1754,Kajharkota,2798,Kagaonpara,2309,1,1
1755,Kabarimala,2350,Rapurbasti,31,0,0
1756,Bapurtola,2910,Chikudipalli,4173,1,1
1757,Maparadih,1425,Magirigadh,1512,1,0
1758,Kajharkota,2798,Babastitola,3840,1,2
1759,Chitolagarh,4653,Kagudati,2720,0,0
1760,Kapetgadh,2132,Ramurikudi,290,0,2
1761,Chibaripara,4262,Batolatola,3716,1,2
1762,Kaluruwadi,2554,Mapurathana,1102,1,0
1763,Rabastitola,957,Ragiribari,541,1,2
1764,Vigarhtola,4894,Kakotakheda,2159,0,0
1765,Kapallikota,2488,Kagarhgiri,2002,0,1
1766,Rahallijhar,184,Vipurpura,4810,1,2
1767,Kaabadpara,2030,Magarhpara,1038,1,2
1768,Kahalligaon,2090,Kagiripalli,2468,1,2
1769,Bawadigadh,3248,Mapurkudi,972,1,1
1770,Chipurkheda,3864,Vigarhkota,4875,1,0
1771,Mabastipura,1896,Raparanagar,436,0,2
1772,Kaporetola,2600,Ravalipur,249,0,2
1773,Bamurivali,3171,Mawadimala,1327,0,2
1774,Mabarinagar,1366,Bamaladih,3657,0,2
1775,Kapallipet,2487,Chigarhsari,3922,1,1
1776,Vipuradih,4959,Vipurjhar,4834,1,1
1777,Bapurjhar,2912,Chilurusari,4480,1,2
1778,Chikhedakota,4441,Kakudipalli,2251,1,0
1779,Makotakota,1186,Mabastipore,1913,1,2
1780,Rasarigarh,468,Malurupore,1603,1,0
1781,Chimalakota,4596,Kagadhpur,2636,0,0
1782,Chinagarkudi,3886,Kadihmala,2846,0,0
1783,Bagarhti,2968,Masariti,1449,1,2
1784,Bahalligadh,3062,Chigaongaon,4229,1,0
1785,Rahallimala,180,Mahatpara,1813,1,0
1786,Baabadsari,2992,Chipurkudi,3855,1,2
1787,Bapetabad,3073,Bakudikheda,3213,1,0
1788,Bapallipara,3456,Ragarhpore,84,1,1
1789,Bapalligaon,3454,Bawadipura,3229,1,1
1790,Magaonpet,1340,Kagadhbasti,2666,1,0
1791,Kagadhmuri,2645,Chimalaguda,4614,0,0
1792,Kalurupet,2549,Chitolavali,4659,1,1
1793,Kawadigarh,2266,Rabarihalli,409,0,1
1794,Baporekheda,3554,Kajharluru,2811,0,2
1795,Chiabadpara,3952,Bakotaguda,3126,1,2
1796,Rativali,691,Kagudathana,2714,0,1
1797,Bahatpore,3742,Kabastigaon,2865,1,0
1798,Kaporeluru,2594,Chiporenagar,4497,1,0
1799,Magadhpur,1675,Basarisari,3364,0,2
1800,Bakotamala,3125,Kapallipet,2487,1,0
1801,Kaabadtola,2042,Kaparasari,2372,1,2
1802,Managarnagar,994,Banagarmala,2939,0,0
1803,Kasaritola,2414,Kagadhluru,2656,0,1
1804,Ramurihat,307,Chiporejhar,4524,1,1
1805,Kahatsari,2775,Vihallitola,4987,0,1
1806,Chiluruguda,4490,Rahatkudi,848,1,1
1807,Mahatpura,1803,Chisaripore,4331,1,0
1808,Chithanakota,4348,Maporesari,1628,0,1
1809,Mapallimala,1544,Mahatdih,1828,1,2
1810,Chiwadiguda,4211,Ragadhvali,722,0,2
1811,Ragaongaon,385,Rakhedasari,605,1,0
1812,Bakotajhar,3129,Makudisari,1287,1,1
1813,Kamalakheda,2686,Kapurpalli,1941,1,0
1814,Kagaonvali,2303,Kalurujhar,2571,1,0
1815,Kaluruthana,2559,Mathanamuri,1467,1,1
1816,Matolahalli,1773,Mapalliwadi,1531,0,0
1817,Chidihabad,4747,Managarabad,996,1,1
1818,Chivaliti,4115,Matiluru,1664,0,1
1819,Vipurapura,4934,Magirigarh,1491,1,0
1820,Ragaonkudi,383,Rapuraguda,150,1,0
1821,Chivaliwadi,4104,Baporenagar,3536,1,0
1822,Ragadhkheda,733,Kadihbasti,2852,0,2
1823,Matolapura,1772,Kalurugarh,2545,1,2
1824,Kagudavali,2706,Chimalapalli,4607,1,0
1825,Chivaliwadi,4104,Baparakheda,3337,0,0
1826,Masarisari,1442,Kamurihalli,2207,0,0
1827,Kavalimuri,2180,Kamurimuri,2211,0,0
1828,Bagadhpura,3601,Ratolagiri,824,1,0
1829,Magudadih,1766,Vipurwadi,4817,0,2
1830,Vipurgarh,4808,Mapurahat,1113,0,1
1831,Ratolakota,814,Kavalithana,2187,1,1
1832,Kanagartola,1980,Bapurguda,2909,1,0
1833,Chipetpura,4035,Chibastipura,4779,1,2
1834,Chigadhthana,4574,Chisaripalli,4328,1,1
1835,Kagadhkota,2643,Chikhedati,4456,1,1
1836,Bawadigadh,3248,Vipurkudi,4816,1,1
1837,Chinagarmuri,3885,Kakhedanagar,2513,0,0
1838,Baparagadh,3341,Magaonpura,1338,0,1
1839,Kawadipet,2270,Rakhedamuri,599,1,1
1840,Mamalapore,1727,Kapurawadi,2058,1,1
1841,Mamurikudi,1251,Katigiri,2622,1,2
1842,Bamurihalli,3168,Magiripara,1503,1,1
1843,Chibastipura,4779,Mabarivali,1373,0,1
1844,Mamalaabad,1709,Kanagarti,1976,0,0
1845,Mapuradih,1115,Magarhgarh,1026,1,0
1846,Chidihhat,4771,Banagarabad,2918,0,1
1847,Malurukota,1589,Rakotathana,234,0,1
1848,Chigaongaon,4229,Chikudigarh,4157,1,1
1849,Ragarhgadh,86,Chipetwadi,4042,0,1
1850,Mamalahalli,1711,Bamurisari,3178,1,2
1851,Radihtola,926,Chiparagiri,4296,0,0
1852,Raparagarh,437,Babastigarh,3816,0,1
1853,Maporepalli,1631,Babastiti,3836,0,1
1854,Mapalligarh,1522,Batihalli,3571,0,1
1855,Matiguda,1669,Chigaongiri,4234,1,2
1856,Chimalagarh,4591,Maabadpalli,1073,1,0
1857,Chipurabasti,3999,Mawadimuri,1312,0,2
1858,Kakotapara,2154,Managarpore,1014,1,0
1859,Chijhartola,4739,Kapallikota,2488,0,1
1860,Chivalipara,4107,Bamalaabad,3631,1,2
1861,Chikotathana,4078,Kalurugadh,2566,1,0
1862,Chigadhmuri,4567,Ragaonpara,387,1,1
1863,Bagaonwadi,3267,Maparapura,1400,1,0
1864,Bapetguda,3095,Bavalipara,3146,1,0
1865,Bapetpalli,3088,Raparakheda,454,1,2
1866,Vipurkudi,4816,Basaripore,3370,1,0
1867,Chihatkota,4689,Chiwadigadh,4209,1,1
1868,Bathanawadi,3391,Mabarikota,1372,1,2
1869,Ranagarsari,47,Rakhedaguda,615,0,0
1870,Rajharsari,884,Mapurapur,1086,1,2
1871,Mamuripet,1247,Kapalligadh,2504,1,1
1872,Chihatthana,4698,Baparagiri,3335,0,0
1873,Kahalligarh,2080,Kasaripura,2392,1,2
1874,Ragirihat,555,Banagarpore,2936,1,0
1875,Badihhalli,3788,Banagarvali,2923,0,0
1876,Viabadvali,4907,Bakuditola,3220,1,1
1877,Katolaluru,2749,Ragudapore,797,0,2
1878,Kaporeguda,2599,Mathananagar,1459,1,1
1879,Chilurupur,4465,Chigirigaon,4384,0,0
1880,Chigadhgiri,4575,Rapallidih,588,1,0
1881,Chipuragarh,3971,Chithanapara,4355,1,2
1882,Baparapur,3318,Chikotaabad,4065,1,1
1883,Chiparajhar,4307,Baporehat,3562,1,0
1884,Rakudikudi,321,Viabadguda,4924,1,2
1885,Kagirijhar,2478,Kanagargaon,1966,1,2
1886,Rajharpara,883,Kaabadmala,2040,0,2
1887,Mapurpur,962,Kanagarvali,1962,0,1
1888,Baluruabad,3507,Chigirivali,4380,1,0
1889,Mawadithana,1319,Basaritola,3375,0,2
1890,Radihpara,914,Majharthana,1846,1,1
1891,Katikheda,2624,Magiriguda,1514,1,2
1892,Bahallipur,3039,Radihabad,903,1,1
1893,Bakudiabad,3197,Mapetmuri,1157,1,0
1894,Badihnagar,3784,Magiribari,1502,1,2
1895,Ragadhpara,728,Rabastipara,945,1,1
1896,Kasaripura,2392,Chibastihat,4802,1,2
1897,Matolakota,1775,Bavalitola,3158,0,2
1898,Ravalipur,249,Mawadigiri,1320,1,1
1899,Kagirikheda,2469,Ravalipur,249,1,0
1900,Viabadpalli,4917,Kapethat,2136,1,2
1901,Magaonkudi,1344,Kakhedajhar,2540,0,1
1902,Chigarhluru,3927,Rabarijhar,432,1,0
1903,Badihbari,3796,Bamalapet,3634,0,0
1904,Mapurkheda,981,Katolatola,2755,1,1
1905,Mapurguda,987,Bapurkudi,2894,1,0
1906,Bajharbari,3765,Rakhedapalli,608,1,1
1907,Mahallisari,1132,Mapallipur,1520,1,0
1908,Chipallipalli,4421,Matolaguda,1793,1,1
1909,Kagarhgiri,2002,Bapuragarh,3010,0,2
1910,Kakudipalli,2251,Mapuraluru,1106,0,0
1911,Magadhsari,1690,Rajharpore,890,1,0
1912,Rathanadih,526,Chipetpet,4037,0,1
1913,Matolaguda,1793,Balurukota,3511,1,2
1914,Kahatgadh,2783,Rakudipur,311,1,0
1915,Chiparagiri,4296,Bapuravali,3016,1,2
1916,Kajhardih,2820,Bagaontola,3282,1,0
1917,Kasaripara,2402,Basarijhar,3377,1,1
1918,Maparaluru,1416,Vinagarabad,4840,0,0
1919,Kadihbasti,2852,Kagirivali,2458,1,0
1920,Ratolaabad,810,Chidihti,4766,1,2
1921,Mapurgaon,974,Rathanabari,510,1,2
1922,Chipurpore,3866,Mapetnagar,1149,1,1
1923,Kabaripet,2332,Kathanabasti,2449,0,1
1924,Chiparagarh,4281,Batolabasti,3720,1,0
1925,Vihalliwadi,4972,Chilurugadh,4488,1,0
1926,Baparapet,3324,Ragarhdih,92,0,1
1927,Kajharabad,2794,Managarpara,1007,0,2
1928,Kalurudih,2572,Chigiriluru,4392,1,2
1929,Chigudapura,4624,Kalurukheda,2562,1,2
1930,Chigarhdih,3936,Ramuridih,309,0,1
1931,Kapurguda,1948,Makhedakheda,1570,1,1
1932,Viabadtola,4925,Rathanawadi,508,0,0
1933,Makotapur,1179,Chivaligarh,4095,0,0
1934,Bakudimuri,3203,Kahatmuri,2769,0,2
1935,Chikotapara,4076,Ragiripalli,546,1,0
1936,Chivaliabad,4096,Chinagarsari,3891,0,2
1937,Bavaliti,3154,Badihkota,3790,0,1
1938,Kapurapet,2053,Bathanapet,3386,1,2
1939,Chisarihalli,4315,Chidihthana,4760,0,2
1940,Kagadhabad,2639,Mapurmuri,971,0,1
1941,Ragadhpet,720,Kagiripet,2456,1,0
1942,Kadihpura,2826,Mabastithana,1908,1,2
1943,Ragudatola,802,Viabadhalli,4904,1,0
1944,Chipalligiri,4420,Bagarhgarh,2948,0,2
1945,Katolabasti,2759,Rahatgiri,855,1,1
1946,Kaluruluru,2563,Malurukheda,1601,0,1
1947,Kapurpore,1944,Kagarhguda,2010,0,0
1948,Bamalamala,3652,Ranagarkheda,51,1,1
1949,Bapurathana,3024,Makudithana,1288,1,2
1950,Chipallimuri,4412,Bahatpore,3742,1,0
1951,Mabaripur,1365,Makhedapura,1555,0,2
1952,Mawaditola,1329,Badihluru,3803,0,2
1953,Kapalliti,2503,Kamuripet,2208,0,1
1954,Masariwadi,1438,Chiluruvali,4473,0,1
1955,Managarmuri,1002,Chibastikheda,4794,1,0
1956,Kaporejhar,2602,Ramurikudi,290,0,2
1957,Kajhargaon,2803,Banagardih,2944,0,1
1958,Kanagarguda,1979,Kakhedapet,2518,1,0
1959,Balurujhar,3532,Ragudakudi,786,1,1
1960,Chijharwadi,4724,Kalurupet,2549,1,1
1961,Kapetpura,2113,Rakhedakota,597,0,0
1962,Bagaonpura,3260,Ragadhpore,735,1,1
1963,Bakhedaguda,3498,Chithanaguda,4366,0,1
1964,Kathanapur,2419,Chigarhtola,3933,1,1
1965,Chipallihat,4430,Babastiguda,3839,0,2
1966,Chiparathana,4295,Ranagarkota,39,0,0
1967,Rapurnagar,2,Viabadthana,4915,0,0
1968,Chiwadidih,4215,Kamalakudi,2677,0,2
1969,Mahallipalli,1135,Banagarguda,2940,1,0
1970,Mapurgaon,974,Mabariabad,1368,0,1
1971,Magaonwadi,1345,Mahatthana,1815,0,1
1972,Bapallikota,3449,Chipurasari,3984,1,1
1973,Matigadh,1667,Bahallibari,3052,0,1
1974,Chipurpara,3859,Bagarhjhar,2974,1,1
